,Brands,Model,BEE_Rating,Tons,Reviews_Count,Ratings_Count,Cust_Review,Original_Price,Current_Price,Room_Size,Annual_Power_Usage,Discount,Discount_Band
455,Panasonic,Panasonic 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,5.0,1.0,9,72,4.1,61400,40900,90,589.13,33.4,C
456,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
457,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
458,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03,29.6,B
459,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
460,Blue,Blue Star 1 Ton 5 Star Split Inverter AC  - White,5.0,1.0,0,10,4.7,59990,39990,90,550.09,33.3,C
461,LG,LG 1.5 Ton 3 Star Split Dual Inverter AC with Wi-fi Connect  - White,3.0,1.5,6,34,4.5,70990,41490,111 - 150,1180.51,41.6,C
462,Daikin,Daikin 1.8 Ton 3 Star Split Inverter AC  - White,3.0,1.8,4,29,3.9,63700,55590,151 - 200,0.0,12.7,A
463,Blue,Blue Star 2023 Model 1.5 Ton 2 Star Window AC  - White,2.0,1.5,131,1312,4.1,37500,29399,111 - 150,1223.09,21.6,B
464,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
465,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
466,Lloyd,Lloyd 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,7,98,4.2,50990,32900,90,698.49,35.5,C
467,LG,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with ...",5.0,1.5,2889,28367,4.2,81990,49990,111 - 150,685.26,39.0,C
468,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14,34.0,C
469,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
470,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,0,5,4.2,63990,40999,111 - 150,1021.82,35.9,C
471,Daikin,Daikin 1 Ton 3 Star Split Inverter with PM 2.5 Filter AC with PM 2.5 Filter  - White,3.0,1.0,0,14,3.8,49990,35490,90,682.27,29.0,B
472,Godrej,"Godrej 1.5 Ton 5 Star Split Inverter 2023 Model, Blue Fin Anti Corrosive Coating AC  - White",5.0,1.5,61,618,4.2,54900,39999,111 - 150,765.86,27.1,B
473,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03,32.4,C
474,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
475,MarQ,MarQ by Flipkart Convertible 4-in-1 Cooling 0.8 Ton 3 Star Split Inverter AC  - White,3.0,0.8,91,688,4.0,45499,28888,90,820.0,36.5,C
476,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03,32.5,C
477,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
478,Voltas,Voltas 2 Ton 3 Star Split Inverter AC  - White,3.0,2.0,5,39,4.0,74264,45900,151 - 200,1272.16,38.2,C
479,Hitachi,Hitachi 1.5 Ton 2 Star Split AC  - White,2.0,1.5,0,5,3.2,54100,35499,111 - 150,1045.04,34.4,C
480,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39,32.6,C
481,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
482,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,0,24,4.4,44900,33386,111 - 150,998.42,25.6,B
483,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
484,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
485,Voltas,Voltas 2 Ton 5 Star Split Inverter AC  - White,5.0,2.0,1,50,4.3,85990,55800,151 - 200,925.76,35.1,C
486,Daikin,Daikin 2023 Model 1.8 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White,5.0,1.8,354,3683,4.2,84000,83999,151 - 200,923.07,0.0,A
487,Daikin,Daikin 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter with Wi-fi Connect  - White,5.0,1.5,11,61,4.0,71990,49990,111 - 150,785.67,30.6,C
488,Lloyd,Lloyd 1 Ton 3 Star Portable AC  - White,3.0,1.0,4,27,3.3,46900,35605,90,714.44,24.1,B
489,Blue,Blue Star 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,0,11,4.2,51500,30999,90,704.42,39.8,C
490,Godrej,Godrej 1.5 Ton 3 Star Split AC  - White,3.0,1.5,19,163,4.2,46900,32499,111 - 150,1137.94,30.7,C
491,Voltas,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,486,4572,4.3,68990,41490,111 - 150,892.32,39.9,C
492,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,403,4378,4.1,58000,32390,111 - 150,1091.47,44.2,C
493,Panasonic,Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,5.0,1.5,78,638,4.1,63400,43999,111 - 150,774.19,30.6,C
494,Lloyd,Lloyd 1.5 Ton 4 Star Window AC  - White,4.0,1.5,46,271,4.2,38990,29590,111 - 150,1072.14,24.1,B
495,Daikin,Daikin 1.5 Ton 3 Star Split AC with PM 2.5 Filter  - White,3.0,1.5,2,120,4.1,55600,38349,111 - 150,1099.44,31.0,C
496,O,O General 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,0,7,3.7,70530,61594,111 - 150,1453.77,12.7,A
497,Daikin,Daikin 1.5 Ton 3 Star Split AC  - White,3.0,1.5,1,14,4.2,55600,38990,111 - 150,989.31,29.9,B
498,Voltas,Voltas 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,9,88,4.1,48990,30999,90,0.0,36.7,C
499,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14,34.0,C
500,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
501,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03,32.4,C
502,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
503,Blue,Blue Star 2023 Model 1.5 Ton 2 Star Window AC  - White,2.0,1.5,131,1312,4.1,37500,29399,111 - 150,1223.09,21.6,B
504,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03,32.5,C
505,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
506,Blue,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,2,9,3.7,61750,37800,111 - 150,1456.0,38.8,C
507,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,3,24,3.7,45990,33986,111 - 150,1123.23,26.1,B
508,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39,32.6,C
509,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
510,Blue,Blue Star 2023 Model 1.5 Ton 5 Star Window Inverter AC  - White,5.0,1.5,7,69,3.9,50000,37700,111 - 150,1082.57,24.6,B
511,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,403,4378,4.1,58000,32390,111 - 150,1091.47,44.2,C
512,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,0,6,3.8,48990,32409,111 - 150,1180.51,33.8,C
513,Hitachi,Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,3,12,3.7,57900,38250,111 - 150,1098.1,33.9,C
514,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
515,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
516,Daikin,Daikin 1.5 Ton 3 Star Split Inverter with PM 2.5 Filter AC with PM 2.5 Filter  - White,3.0,1.5,46,544,4.3,51000,38899,111 - 150,1752.0,23.7,B
517,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14,34.0,C
518,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
519,O,O General 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,0,7,3.7,70530,61594,111 - 150,1453.77,12.7,A
520,Blue,Blue Star 1.5 Ton 3 Star Window AC  - White,3.0,1.5,131,1312,4.1,37500,28999,111 - 150,1207.61,22.7,B
521,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03,32.4,C
522,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
523,Lloyd,Lloyd 1.5 Ton 4 Star Window AC  - White,4.0,1.5,46,271,4.2,38990,29590,111 - 150,1072.14,24.1,B
524,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03,32.5,C
525,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
526,Blue,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,1,4,4.0,58000,42500,111 - 150,1030.96,26.7,B
527,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,4,38,4.4,61900,32999,111 - 150,1128.49,46.7,D
528,Panasonic,Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,50,426,4.1,54400,36499,111 - 150,1002.72,32.9,C
529,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39,32.6,C
530,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
531,Lloyd,Lloyd 1.5 Ton 5 Star Window Inverter AC  - White,5.0,1.5,0,14,4.1,47990,32590,111 - 150,1149.83,32.1,C
532,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
533,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
534,Panasonic,Panasonic 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,23,154,4.4,57500,44934,111 - 150,846.85,21.9,B
535,Lloyd,Lloyd 1.5 Ton 5 Star Window AC  - White,5.0,1.5,234,1683,4.1,45000,32590,111 - 150,1114.71,27.6,B
536,LG,LG 1.5 Ton 5 Star Split Dual Inverter AC  - White,5.0,1.5,0,33,4.1,70500,50400,111 - 150,818.81,28.5,B
537,Blue,Blue Star 2023 Model 1 Ton 2 Star Window AC  - White,2.0,1.0,131,1312,4.1,31000,26499,90,840.68,14.5,A
538,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14,0.0,A
539,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
540,ONIDA,ONIDA 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,20,189,4.3,57490,36500,111 - 150,1002.84,36.5,C
541,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03,0.0,A
542,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39,0.0,A
543,Godrej,Godrej 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,4,58,4.2,42900,29490,90,752.71,31.3,C
544,SAMSUNG,SAMSUNG Super Convertible 6-in-1 Cooling 1.5 Ton 5 Star Split Inverter WINDFREE Technology AC  - White,5.0,1.5,178,1874,4.1,72999,72999,111 - 150,806.28,0.0,A
545,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
546,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
547,Midea,Midea 2023 Model 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter With Auto Cleanser AC  - White,3.0,0.8,76,524,4.1,54999,54999,90,526.03,0.0,A
548,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
549,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03,29.6,B
550,CARRIER,CARRIER 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,2,6,4.3,50899,43899,111 - 150,1380.0,13.8,A
551,LG,"LG Super Convertible 5-in-1 Cooling, 2023 Model 1.2 Ton 3 Star Split Inverter HD Filter with Anti-Viru...",3.0,1.2,2889,28367,4.2,68990,68980,91 - 110,849.1,0.0,A
552,Blue,Blue Star 2023 Model 1 Ton 3 Star Window AC  - White,3.0,1.0,131,1312,4.1,33000,27229,90,823.65,17.5,B
553,Voltas,Voltas 2023 Model 2 Ton 2 Star Window AC  - White,2.0,2.0,1,24,3.7,47990,35800,151 - 200,1542.79,25.4,B
554,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
555,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
556,Blue,Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.5,4,38,4.2,64250,36990,111 - 150,1026.46,42.4,C
557,Daikin,Daikin 1.8 Ton 2 Star Split AC  - White,2.0,1.8,4,46,4.0,52100,46850,151 - 200,0.0,10.1,A
558,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14,34.0,C
559,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
560,Haier,"Haier Frost Self-Clean 2023 Model 1.5 Ton 4 Star Split Inverter Intelli Smart,� Intelli Convertible 7-...",4.0,1.5,292,2371,4.0,69990,39899,111 - 150,886.36,43.0,C
561,Daikin,Daikin 1 Ton 3 Star Split AC with PM 2.5 Filter  - White,3.0,1.0,20,159,4.2,39900,35900,90,782.28,10.0,A
562,O,O General 1.5 Ton 3 Star Split AC  - White,3.0,1.5,0,5,1.8,58940,53500,111 - 150,1580.0,9.2,A
563,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03,32.4,C
564,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
565,Daikin,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,6,51,4.4,73800,50490,111 - 150,0.0,31.6,C
566,Godrej,Godrej 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,4,58,4.2,42900,29490,90,752.71,31.3,C
567,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03,32.5,C
568,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
569,CARRIER,CARRIER 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,2,6,4.3,50899,43899,111 - 150,1380.0,13.8,A
570,Voltas,Voltas 1 Ton 5 Star Split Inverter AC  - White,5.0,1.0,0,20,3.7,55990,36200,90,0.0,35.3,C
571,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39,32.6,C
572,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
573,ONIDA,ONIDA 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,20,189,4.3,57490,36500,111 - 150,1002.84,36.5,C
574,Voltas,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,427,4828,4.2,68990,42900,111 - 150,892.32,37.8,C
575,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
576,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
577,LG,LG 1.5 Ton 5 Star Split Dual Inverter AC  - White,5.0,1.5,0,33,4.1,70500,50400,111 - 150,818.81,28.5,B
578,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14,34.0,C
579,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
580,IFB,IFB 1.5 Ton 3 Star Split Dual Inverter AC  - White,3.0,1.5,149,1188,4.2,46500,40500,111 - 150,1110.0,12.9,A
581,Blue,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,10,121,4.2,50000,43900,111 - 150,841.67,12.2,A
582,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03,32.4,C
583,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
584,Voltas,Voltas 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,427,4828,4.2,54990,34500,90,740.59,37.3,C
585,Daikin,Daikin 1.5 Ton 3 Star Split AC with PM 2.5 Filter  - White,3.0,1.5,48,532,4.3,43288,42500,111 - 150,952.97,1.8,A
586,Daikin,Daikin 2023 Model 1 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White,5.0,1.0,354,3683,4.2,55500,39990,90,523.54,27.9,B
587,Hitachi,Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,21,266,4.1,50490,41300,111 - 150,1039.88,18.2,B
588,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03,32.5,C
589,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
590,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39,32.6,C
591,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
592,Blue,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,2,22,3.8,69000,47500,111 - 150,1400.0,31.2,C
593,Panasonic,Panasonic 1 Ton 5 Star Window AC  - White,5.0,1.0,5,34,4.3,33000,19999,90,1056.45,39.4,C
594,O,O General 0.75 Ton 4 Star Window AC  - White,4.0,0.75,1,8,3.9,35000,30000,90,688.95,14.3,A
595,CARRIER,"CARRIER 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - Beige, Black",5.0,1.5,82,588,4.0,79890,47300,111 - 150,871.59,40.8,C
596,CARRIER,CARRIER 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,49,385,4.4,79999,79999,111 - 150,754.05,0.0,A
597,ONIDA,ONIDA 1 Ton 5 Star Split Inverter AC  - White,5.0,1.0,20,189,4.3,53990,52999,90,578.86,1.8,A
598,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,2,60,4.1,60990,40506,111 - 150,1002.76,33.6,C
599,SAMSUNG,"SAMSUNG 1 Ton 3 Star Split Inverter AC  - White, Blue1",3.0,1.0,2385,24309,4.2,47990,47990,90,1049.79,0.0,A
600,ONIDA,ONIDA 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,20,189,4.3,48490,47999,90,713.54,1.0,A
601,SAMSUNG,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,2385,24309,4.2,55999,55999,111 - 150,863.15,0.0,A
602,LG,LG Convertible 5-in-1 Cooling 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,425,4239,4.3,66990,63990,111 - 150,520.0,4.5,A
603,Haier,"Haier Frost Self-Clean 2023 Model 1.5 Ton 4 Star Split Inverter Intelli Smart,� Intelli Convertible 7-...",4.0,1.5,292,2371,4.0,74999,71999,111 - 150,886.36,4.0,A
604,Blue,Blue Star Convertible 4 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter WiFi Inverter AC Multi S...,3.0,1.5,0,4,4.0,64000,39990,111 - 150,998.07,37.5,C
605,IFB,IFB 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,149,1188,4.2,40500,40500,90,1050.84,0.0,A
606,CARRIER,CARRIER 1.2 Ton 5 Star Split Inverter AC  - White,5.0,1.2,1033,10378,4.1,69999,69999,91 - 110,612.82,0.0,A
607,LG,"LG 2023 Model Convertible 4-in-1 Cooling 1 Ton 5 Star Window Inverter HD Filter, Clean Filter Indicato...",5.0,1.0,479,4346,4.2,61999,61999,90,672.46,0.0,A
608,Voltas,Voltas 1 Ton 3 Star Split AC  - White,3.0,1.0,6,79,3.9,49490,49490,90,5000.0,0.0,A
609,Voltas,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,1713,19291,4.2,70999,70999,111 - 150,893.02,0.0,A
610,IFB,IFB 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,1,8,4.6,44500,44500,111 - 150,0.0,0.0,A
611,Daikin,Daikin 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,1,11,3.3,57990,52191,111 - 150,967.4,10.0,A
612,Godrej,Godrej 2023 Model 5-In-1 Convertible Cooling 1.4 Ton 3 Star Split Inverter with I-Sense Technology AC ...,3.0,1.4,9,75,3.8,45400,45400,111 - 150,952.09,0.0,A
613,Voltas,Voltas 1.5 Ton 4 Star Split Inverter AC  - White,4.0,1.5,427,4828,4.2,65990,36490,111 - 150,987.43,44.7,C
614,LG,LG 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,425,4239,4.3,64990,64990,111 - 150,2250.0,0.0,A
