,Brands,Model,BEE_Rating,Tons,Reviews_Count,Ratings_Count,Cust_Review,Original_Price,Current_Price,Room_Size,Annual_Power_Usage
512,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,0,6,3.8,48990,32409,111 - 150,1180.51
513,Hitachi,Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,3,12,3.7,57900,38250,111 - 150,1098.1
514,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
515,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
516,Daikin,Daikin 1.5 Ton 3 Star Split Inverter with PM 2.5 Filter AC with PM 2.5 Filter  - White,3.0,1.5,46,544,4.3,51000,38899,111 - 150,1752.0
517,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14
518,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
519,O,O General 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,0,7,3.7,70530,61594,111 - 150,1453.77
520,Blue,Blue Star 1.5 Ton 3 Star Window AC  - White,3.0,1.5,131,1312,4.1,37500,28999,111 - 150,1207.61
521,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03
522,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
523,Lloyd,Lloyd 1.5 Ton 4 Star Window AC  - White,4.0,1.5,46,271,4.2,38990,29590,111 - 150,1072.14
524,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03
525,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
526,Blue,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,1,4,4.0,58000,42500,111 - 150,1030.96
527,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,4,38,4.4,61900,32999,111 - 150,1128.49
528,Panasonic,Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,50,426,4.1,54400,36499,111 - 150,1002.72
529,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39
530,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
531,Lloyd,Lloyd 1.5 Ton 5 Star Window Inverter AC  - White,5.0,1.5,0,14,4.1,47990,32590,111 - 150,1149.83
532,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
533,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
534,Panasonic,Panasonic 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,23,154,4.4,57500,44934,111 - 150,846.85
535,Lloyd,Lloyd 1.5 Ton 5 Star Window AC  - White,5.0,1.5,234,1683,4.1,45000,32590,111 - 150,1114.71
536,LG,LG 1.5 Ton 5 Star Split Dual Inverter AC  - White,5.0,1.5,0,33,4.1,70500,50400,111 - 150,818.81
537,Blue,Blue Star 2023 Model 1 Ton 2 Star Window AC  - White,2.0,1.0,131,1312,4.1,31000,26499,90,840.68
538,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14
539,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
540,ONIDA,ONIDA 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,20,189,4.3,57490,36500,111 - 150,1002.84
541,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03
542,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39
543,Godrej,Godrej 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,4,58,4.2,42900,29490,90,752.71
544,SAMSUNG,SAMSUNG Super Convertible 6-in-1 Cooling 1.5 Ton 5 Star Split Inverter WINDFREE Technology AC  - White,5.0,1.5,178,1874,4.1,72999,72999,111 - 150,806.28
545,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
546,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
547,Midea,Midea 2023 Model 0.8 Ton 3 Star Split Inverter Cold Catalyst Filter With Auto Cleanser AC  - White,3.0,0.8,76,524,4.1,54999,54999,90,526.03
548,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
549,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03
550,CARRIER,CARRIER 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,2,6,4.3,50899,43899,111 - 150,1380.0
551,LG,"LG Super Convertible 5-in-1 Cooling, 2023 Model 1.2 Ton 3 Star Split Inverter HD Filter with Anti-Viru...",3.0,1.2,2889,28367,4.2,68990,68980,91 - 110,849.1
552,Blue,Blue Star 2023 Model 1 Ton 3 Star Window AC  - White,3.0,1.0,131,1312,4.1,33000,27229,90,823.65
553,Voltas,Voltas 2023 Model 2 Ton 2 Star Window AC  - White,2.0,2.0,1,24,3.7,47990,35800,151 - 200,1542.79
554,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
555,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
556,Blue,Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.5,4,38,4.2,64250,36990,111 - 150,1026.46
557,Daikin,Daikin 1.8 Ton 2 Star Split AC  - White,2.0,1.8,4,46,4.0,52100,46850,151 - 200,0.0
558,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14
559,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
560,Haier,"Haier Frost Self-Clean 2023 Model 1.5 Ton 4 Star Split Inverter Intelli Smart,� Intelli Convertible 7-...",4.0,1.5,292,2371,4.0,69990,39899,111 - 150,886.36
561,Daikin,Daikin 1 Ton 3 Star Split AC with PM 2.5 Filter  - White,3.0,1.0,20,159,4.2,39900,35900,90,782.28
562,O,O General 1.5 Ton 3 Star Split AC  - White,3.0,1.5,0,5,1.8,58940,53500,111 - 150,1580.0
563,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03
564,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
565,Daikin,Daikin 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,6,51,4.4,73800,50490,111 - 150,0.0
566,Godrej,Godrej 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,4,58,4.2,42900,29490,90,752.71
567,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03
568,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
569,CARRIER,CARRIER 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,2,6,4.3,50899,43899,111 - 150,1380.0
570,Voltas,Voltas 1 Ton 5 Star Split Inverter AC  - White,5.0,1.0,0,20,3.7,55990,36200,90,0.0
571,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39
572,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
573,ONIDA,ONIDA 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,20,189,4.3,57490,36500,111 - 150,1002.84
574,Voltas,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,427,4828,4.2,68990,42900,111 - 150,892.32
575,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
576,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
577,LG,LG 1.5 Ton 5 Star Split Dual Inverter AC  - White,5.0,1.5,0,33,4.1,70500,50400,111 - 150,818.81
578,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14
579,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
580,IFB,IFB 1.5 Ton 3 Star Split Dual Inverter AC  - White,3.0,1.5,149,1188,4.2,46500,40500,111 - 150,1110.0
581,Blue,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,10,121,4.2,50000,43900,111 - 150,841.67
582,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03
583,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
584,Voltas,Voltas 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,427,4828,4.2,54990,34500,90,740.59
585,Daikin,Daikin 1.5 Ton 3 Star Split AC with PM 2.5 Filter  - White,3.0,1.5,48,532,4.3,43288,42500,111 - 150,952.97
586,Daikin,Daikin 2023 Model 1 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White,5.0,1.0,354,3683,4.2,55500,39990,90,523.54
587,Hitachi,Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,21,266,4.1,50490,41300,111 - 150,1039.88
588,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03
589,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
590,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39
591,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
592,Blue,Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,2,22,3.8,69000,47500,111 - 150,1400.0
593,Panasonic,Panasonic 1 Ton 5 Star Window AC  - White,5.0,1.0,5,34,4.3,33000,19999,90,1056.45
594,O,O General 0.75 Ton 4 Star Window AC  - White,4.0,0.75,1,8,3.9,35000,30000,90,688.95
595,CARRIER,"CARRIER 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - Beige, Black",5.0,1.5,82,588,4.0,79890,47300,111 - 150,871.59
596,CARRIER,CARRIER 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,49,385,4.4,79999,79999,111 - 150,754.05
597,ONIDA,ONIDA 1 Ton 5 Star Split Inverter AC  - White,5.0,1.0,20,189,4.3,53990,52999,90,578.86
598,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,2,60,4.1,60990,40506,111 - 150,1002.76
599,SAMSUNG,"SAMSUNG 1 Ton 3 Star Split Inverter AC  - White, Blue1",3.0,1.0,2385,24309,4.2,47990,47990,90,1049.79
600,ONIDA,ONIDA 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,20,189,4.3,48490,47999,90,713.54
601,SAMSUNG,SAMSUNG 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,2385,24309,4.2,55999,55999,111 - 150,863.15
602,LG,LG Convertible 5-in-1 Cooling 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,425,4239,4.3,66990,63990,111 - 150,520.0
603,Haier,"Haier Frost Self-Clean 2023 Model 1.5 Ton 4 Star Split Inverter Intelli Smart,� Intelli Convertible 7-...",4.0,1.5,292,2371,4.0,74999,71999,111 - 150,886.36
604,Blue,Blue Star Convertible 4 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter WiFi Inverter AC Multi S...,3.0,1.5,0,4,4.0,64000,39990,111 - 150,998.07
605,IFB,IFB 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,149,1188,4.2,40500,40500,90,1050.84
606,CARRIER,CARRIER 1.2 Ton 5 Star Split Inverter AC  - White,5.0,1.2,1033,10378,4.1,69999,69999,91 - 110,612.82
607,LG,"LG 2023 Model Convertible 4-in-1 Cooling 1 Ton 5 Star Window Inverter HD Filter, Clean Filter Indicato...",5.0,1.0,479,4346,4.2,61999,61999,90,672.46
608,Voltas,Voltas 1 Ton 3 Star Split AC  - White,3.0,1.0,6,79,3.9,49490,49490,90,5000.0
609,Voltas,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,1713,19291,4.2,70999,70999,111 - 150,893.02
610,IFB,IFB 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,1,8,4.6,44500,44500,111 - 150,0.0
611,Daikin,Daikin 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,1,11,3.3,57990,52191,111 - 150,967.4
612,Godrej,Godrej 2023 Model 5-In-1 Convertible Cooling 1.4 Ton 3 Star Split Inverter with I-Sense Technology AC ...,3.0,1.4,9,75,3.8,45400,45400,111 - 150,952.09
613,Voltas,Voltas 1.5 Ton 4 Star Split Inverter AC  - White,4.0,1.5,427,4828,4.2,65990,36490,111 - 150,987.43
614,LG,LG 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,425,4239,4.3,64990,64990,111 - 150,2250.0
615,Whirlpool,Whirlpool 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,1,10,3.9,68999,68799,111 - 150,2550.0
616,Voltas,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,0,5,3.8,73990,73990,111 - 150,892.9
617,IFB,IFB 7 Stage Air Treatment 1.5 Ton 5 Star Split Inverter PM 0.3 Filter Gold Series AC  - White,5.0,1.5,48,361,4.3,55490,55490,111 - 150,853.68
618,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14
619,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
620,IFB,IFB 7 Stage Air Treatment 1 Ton 3 Star Split Inverter PM 0.3 Filter Silver Series AC  - White,3.0,1.0,304,2053,4.3,40490,40490,90,732.29
621,Lloyd,Lloyd 2023 Model 0.8 Ton 3 Star Split Inverter AC  - White,3.0,0.8,845,5000,4.2,47990,47000,90,549.06
622,Blue,Blue Star Convertible 4-in-1 Cooling 1 Ton 5 Star Split Inverter AC  - White,5.0,1.0,1521,13889,4.2,62000,62000,90,583.06
623,Hitachi,Hitachi 1 Ton 3 Star Split AC  - White,3.0,1.0,0,4,3.0,43599,43599,90,756.3
624,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03
625,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39
626,Whirlpool,Whirlpool 4 in 1 Convertible Cooling 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,663,5994,4.1,58999,55999,90,690.49
627,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
628,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
629,Hitachi,Hitachi 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,0,4,2.8,66500,66500,111 - 150,897.84
630,Daikin,Daikin 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,6,122,4.0,61990,61990,111 - 150,0.0
631,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
632,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03
633,Voltas,Voltas 1.5 Ton 5 Star Split Inverter adjustible AC  - White,5.0,1.5,16,150,4.2,73990,73990,111 - 150,892.9
634,LG,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with ...",5.0,1.5,2889,28367,4.2,86990,86990,111 - 150,685.26
635,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
636,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
637,Daikin,Daikin 1.5 Ton 4 Star Split Inverter AC with PM 2.5 Filter  - White,4.0,1.5,65,642,4.2,61300,61300,111 - 150,966.47
638,Hitachi,"Hitachi 1.5 Ton 5 Star Split Inverter AC  - White, Gold",5.0,1.5,4,13,4.4,60090,60090,111 - 150,869.21
639,Godrej,Godrej 1.5 Ton 3 Star Window AC  - White,3.0,1.5,30,211,4.2,29900,29900,111 - 150,1265.66
640,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14
641,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
642,Daikin,Daikin 1.8 Ton 3 Star Hot and Cold Split Inverter AC  - White,3.0,1.8,3,65,3.9,76600,54599,151 - 200,1057.21
643,Lloyd,Lloyd 2 Ton 3 Star Split Inverter AC  - White,3.0,2.0,82,775,4.0,73990,48980,151 - 200,1263.64
644,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03
645,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39
646,Lloyd,Lloyd 2 Ton 3 Star Split Inverter AC  - White,3.0,2.0,0,5,3.8,73990,48980,151 - 200,1283.64
647,Daikin,Daikin 1 Ton 3 Star Split Inverter with PM 2.5 Filter AC with PM 2.5 Filter  - White,3.0,1.0,189,2009,4.2,42000,35999,90,1110.0
648,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
649,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
650,Whirlpool,Whirlpool 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,2,23,3.9,65000,32479,111 - 150,0.0
651,Panasonic,Panasonic 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.5,0,4,4.0,57900,36999,111 - 150,1023.96
652,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03
653,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
654,Blue,Blue Star 2023 Model 1 Ton 4 Star Split Inverter AC  - White,4.0,1.0,1521,13889,4.2,59000,33999,90,565.65
655,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.5,2,28,2.9,65990,39400,111 - 150,1077.45
656,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
657,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
658,SAMSUNG,SAMSUNG 2023 Model 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.5,0,4,3.3,64990,37900,111 - 150,977.8
659,SAMSUNG,SAMSUNG 2023 Model 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,1,4,3.8,54990,38990,90,624.48
660,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14
661,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
662,Lloyd,Lloyd 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - Print White,5.0,1.0,0,18,2.8,59438,40200,90,577.43
663,Panasonic,Panasonic 1 Ton 5 Star Window AC  - White,5.0,1.0,5,34,4.3,33000,19999,90,1056.45
664,Daikin,Daikin 0.8 Ton 3 Star Split with PM 2.5 Filter AC with PM 2.5 Filter  - White,3.0,0.8,204,2045,4.3,32000,26499,90,767.0
665,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03
666,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39
667,Lloyd,Lloyd 2 Ton 3 Star Split AC  - White,3.0,2.0,3,8,3.9,68990,48650,151 - 200,808.94
668,CARRIER,CARRIER 2 Ton 3 Star Window AC  - White,3.0,2.0,0,21,3.7,40160,39800,151 - 200,0.0
669,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
670,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
671,Hitachi,Hitachi 1.5 Ton 5 Star Window Inverter AC  - White,5.0,1.5,10,67,3.6,43870,42871,111 - 150,1179.56
672,Godrej,Godrej 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,2,16,3.7,42900,29900,90,780.56
673,Panasonic,Panasonic 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.0,1,4,5.0,51990,34599,90,686.48
674,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03
675,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
676,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.5,0,3,2.7,50990,36990,111 - 150,1835.0
677,Daikin,Daikin 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,43,462,4.3,48000,39599,111 - 150,1045.0
678,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
679,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
680,SAMSUNG,SAMSUNG 2023 Model 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,1,4,3.8,54990,38990,90,624.48
681,Panasonic,Panasonic 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.0,1,4,5.0,51990,34599,90,686.48
